"","gene","entry","gene_start","gene_end","gene_length","Binomial","ConNIS","ExpVsGamma","Geometric","InsDens","Tn5Gaps"
"309","yddK","b1471",1544758,1545714,956,"essential","essential","essential","essential","essential","essential"
"310","yddL","b1472",1545738,1546028,290,"essential","essential","essential","essential","essential","essential"
"311","yddG","b1473",1546288,1547169,881,"non-essential","essential","non-essential","essential","non-essential","essential"
"312","fdnI","b1476",1551338,1551991,653,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"313","ddpD","b1484",1558031,1559017,986,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"314","ddpC","b1485",1559014,1559910,896,"non-essential","non-essential","non-essential","essential","non-essential","essential"
"315","yddA","b1496",1577657,1579342,1685,"non-essential","essential","non-essential","essential","non-essential","essential"
"316","yneP","b4747",1579545,1579667,122,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"317","ydeM","b1497",1579633,1580790,1157,"essential","essential","essential","essential","essential","essential"
"318","ydeN","b1498",1580842,1582524,1682,"essential","essential","non-essential","essential","essential","essential"
"319","ydeO","b1499",1582926,1583687,761,"essential","essential","non-essential","essential","essential","essential"
"320","safA","b1500",1583762,1583959,197,"essential","essential","essential","essential","essential","essential"
"321","ydeQ","b1502",1586820,1587734,914,"essential","essential","non-essential","essential","essential","essential"
"322","ydeT","b1505",1588853,1590001,1148,"essential","essential","non-essential","essential","essential","essential"
"323","hipA","b1507",1590854,1592176,1322,"essential","non-essential","non-essential","essential","non-essential","non-essential"
"324","hipB","b1508",1592176,1592442,266,"essential","essential","essential","essential","essential","essential"
"325","yneO","b4696",1592665,1598086,5421,"non-essential","essential","non-essential","essential","non-essential","essential"
"326","lsrK","b1511",1598617,1600209,1592,"essential","essential","non-essential","essential","non-essential","essential"
"327","lsrC","b1514",1603019,1604047,1028,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"328","tam","b1519",1607346,1608104,758,"essential","non-essential","non-essential","non-essential","non-essential","non-essential"
"329","yneJ","b1526",1614804,1615685,881,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"330","yneK","b1527",1615763,1616878,1115,"non-essential","essential","non-essential","essential","non-essential","essential"
"331","marR","b1530",1619120,1619554,434,"non-essential","non-essential","non-essential","essential","non-essential","essential"
"332","eamA","b1533",1620238,1621137,899,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"333","mgtS","b4599",1622646,1622741,95,"non-essential","essential","essential","non-essential","essential","non-essential"
"334","ydeI","b1536",1624105,1624497,392,"essential","essential","essential","essential","essential","essential"
"335","dcp","b1538",1625335,1627380,2045,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"336","ydfK","b1544",1633072,1633305,233,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"337","pinQ","b1545",1633622,1634212,590,"essential","non-essential","non-essential","essential","non-essential","non-essential"
"338","stfQ","b1547",1634885,1635847,962,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"339","ydfO","b1549",1637047,1637457,410,"essential","essential","essential","essential","essential","essential"
"340","ynfN","b1551",1637954,1638109,155,"essential","essential","essential","non-essential","essential","essential"
"341","ynfR","b4749",1638188,1638253,65,"non-essential","essential","essential","non-essential","essential","essential"
"342","ynfQ","b4724",1638256,1638444,188,"essential","essential","essential","essential","essential","essential"
"343","cspI","b1552",1638455,1638667,212,"non-essential","essential","non-essential","non-essential","non-essential","non-essential"
"344","ydfR","b1555",1640054,1640365,311,"essential","non-essential","non-essential","non-essential","essential","non-essential"
"345","essQ","b1556",1640370,1640585,215,"non-essential","essential","non-essential","non-essential","non-essential","non-essential"
"346","ynfU","b4776",1640805,1640975,170,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"347","cspB","b1557",1641339,1641554,215,"non-essential","essential","non-essential","non-essential","non-essential","non-essential"
"348","relB","b1564",1645633,1645872,239,"essential","essential","essential","essential","essential","essential"
"349","ydfV","b1565",1645897,1646202,305,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"350","dicA","b1570",1647934,1648341,407,"essential","essential","essential","essential","essential","essential"
"351","intQ","b1579",1651512,1652708,1196,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"352","rspB","b1580",1652896,1653915,1019,"non-essential","non-essential","non-essential","essential","non-essential","essential"
"353","ynfG","b1589",1662990,1663607,617,"non-essential","essential","non-essential","essential","non-essential","essential"
"354","dmsD","b1591",1664506,1665120,614,"non-essential","essential","non-essential","essential","non-essential","non-essential"
"355","mdtJ","b1600",1673136,1673501,365,"non-essential","essential","non-essential","essential","non-essential","essential"
"356","pntA","b1603",1676371,1677903,1532,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"357","ydgA","b1614",1689852,1691360,1508,"non-essential","essential","non-essential","essential","non-essential","essential"
"358","uidC","b1615",1691586,1692851,1265,"non-essential","non-essential","non-essential","essential","non-essential","essential"
"359","tyrS","b1637",1715948,1717222,1274,"essential","essential","essential","essential","essential","essential"
"360","pdxH","b1638",1717351,1718007,656,"essential","essential","non-essential","essential","essential","essential"
"361","ydhK","b1645",1722121,1724133,2012,"non-essential","essential","non-essential","essential","non-essential","essential"
"362","nemR","b1649",1726023,1726622,599,"non-essential","essential","non-essential","essential","non-essential","essential"
"363","lhr","b1653",1729087,1733703,4616,"non-essential","non-essential","non-essential","essential","non-essential","essential"
"364","mepH","b1655",1734435,1735250,815,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"365","ribC","b1662",1742601,1743242,641,"essential","essential","non-essential","essential","essential","essential"
"366","valV","b1665",1746435,1746511,76,"non-essential","essential","non-essential","non-essential","non-essential","non-essential"
"367","valW","b1666",1746516,1746592,76,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"368","ydhV","b1673",1751728,1753830,2102,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"369","ydhY","b1674",1753851,1754477,626,"non-essential","essential","non-essential","essential","non-essential","essential"
"370","sufD","b1681",1760520,1761791,1271,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"371","sufB","b1683",1762522,1764009,1487,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"372","ydiH","b1685",1764934,1765122,188,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"373","menI","b1686",1765222,1765632,410,"non-essential","essential","non-essential","essential","non-essential","non-essential"
"374","ydiJ","b1687",1765629,1768685,3056,"non-essential","non-essential","non-essential","essential","non-essential","essential"
"375","ydiM","b1690",1771071,1772285,1214,"essential","essential","non-essential","essential","essential","essential"
"376","ydiN","b1691",1772512,1773777,1265,"essential","essential","non-essential","essential","non-essential","essential"
"377","ydiF","b1694",1775587,1777182,1595,"essential","essential","non-essential","essential","non-essential","essential"
"378","ydiP","b1696",1778390,1779301,911,"non-essential","essential","non-essential","essential","non-essential","essential"
"379","ppsA","b1702",1784734,1787112,2378,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"380","ydiU","b1706",1789808,1791244,1436,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"381","rflP","b1707",1791307,1792020,713,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"382","btuD","b1709",1792809,1793558,749,"essential","non-essential","non-essential","non-essential","non-essential","non-essential"
"383","pheT","b1713",1795557,1797944,2387,"essential","essential","essential","essential","essential","essential"
"384","pheS","b1714",1797959,1798942,983,"essential","essential","essential","essential","essential","essential"
"385","pheM","b1715",1799226,1799270,44,"non-essential","non-essential","essential","non-essential","essential","essential"
"386","rplT","b1716",1799393,1799749,356,"essential","essential","essential","essential","essential","essential"
"387","rpmI","b1717",1799802,1799999,197,"non-essential","essential","non-essential","essential","essential","essential"
"388","infC","b1718",1800096,1800638,542,"essential","essential","essential","essential","essential","essential"
"389","thrS","b1719",1800642,1802570,1928,"essential","essential","essential","essential","essential","essential"
"390","arpB","b4494",1803094,1804993,1899,"essential","essential","non-essential","essential","essential","essential"
"391","yniA","b1725",1807796,1808656,860,"non-essential","essential","non-essential","essential","non-essential","essential"
"392","ydjO","b1730",1812329,1813132,803,"non-essential","essential","non-essential","essential","non-essential","essential"
"393","katE","b1732",1813867,1816128,2261,"non-essential","non-essential","non-essential","essential","non-essential","essential"
"394","chbR","b1735",1818605,1819447,842,"non-essential","essential","non-essential","essential","non-essential","essential"
"395","chbC","b1737",1819856,1821214,1358,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"396","nadE","b1740",1822458,1823285,827,"essential","essential","essential","essential","essential","essential"
"397","astA","b1747",1829731,1830765,1034,"non-essential","essential","non-essential","essential","non-essential","essential"
"398","ynjF","b1758",1840783,1841403,620,"non-essential","essential","non-essential","essential","non-essential","non-essential"
"399","nudG","b1759",1841490,1841897,407,"non-essential","non-essential","non-essential","essential","non-essential","essential"
"400","ynjI","b1762",1843831,1844871,1040,"non-essential","essential","non-essential","essential","non-essential","essential"
"401","selD","b1764",1846965,1848008,1043,"non-essential","non-essential","non-essential","essential","non-essential","essential"
"402","ansA","b1767",1850860,1851876,1016,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"403","ydjE","b1769",1852621,1853979,1358,"non-essential","essential","non-essential","essential","non-essential","essential"
"404","ydjH","b1772",1855981,1856928,947,"non-essential","essential","non-essential","essential","non-essential","essential"
"405","ydjI","b1773",1856933,1857769,836,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"406","ydjL","b1776",1860256,1861332,1076,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"407","msrB","b1778",1862016,1862429,413,"non-essential","essential","non-essential","essential","non-essential","non-essential"
"408","gapA","b1779",1862771,1863766,995,"essential","essential","essential","essential","essential","essential"
"409","cdgI","b1785",1870385,1871860,1475,"essential","essential","non-essential","essential","essential","essential"
"410","yoaI","b1788",1874078,1874182,104,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"411","yeaO","b1792",1876909,1877256,347,"non-essential","essential","non-essential","essential","non-essential","essential"
"412","dmlA","b1800",1881912,1882997,1085,"non-essential","essential","non-essential","essential","non-essential","essential"
"413","yeaW","b1802",1884665,1885789,1124,"essential","non-essential","non-essential","essential","non-essential","non-essential"
"414","yeaX","b1803",1885845,1886810,965,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"415","tsaB","b1807",1890572,1891267,695,"essential","essential","non-essential","essential","essential","essential"
"416","yoaA","b1808",1891325,1893235,1910,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"417","htpX","b1829",1911695,1912576,881,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"418","rsmF","b1835",1920223,1921662,1439,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"419","edd","b1851",1932793,1934604,1811,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"420","zwf","b1852",1934839,1936314,1475,"essential","essential","non-essential","essential","non-essential","essential"
"421","lpxM","b1855",1939222,1940193,971,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"422","ruvB","b1860",1944346,1945356,1010,"non-essential","essential","non-essential","essential","non-essential","essential"
"423","ruvA","b1861",1945365,1945976,611,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"424","yobI","b4677",1946115,1946180,65,"non-essential","essential","essential","non-essential","essential","essential"
"425","aspS","b1866",1948750,1950522,1772,"essential","essential","essential","essential","essential","essential"
"426","yecE","b1868",1951395,1952213,818,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"427","torY","b1873",1957032,1958132,1100,"non-essential","essential","non-essential","essential","non-essential","essential"
"428","argS","b1876",1960062,1961795,1733,"essential","essential","essential","essential","essential","essential"
"429","yecV","b4778",1961837,1961881,44,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"430","flhA","b1879",1962972,1965050,2078,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"431","cheY","b1882",1967048,1967437,389,"essential","non-essential","non-essential","non-essential","essential","non-essential"
"432","tap","b1885",1969383,1970984,1601,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"433","tar","b1886",1971030,1972691,1661,"non-essential","essential","non-essential","essential","non-essential","essential"
"434","otsA","b1896",1980188,1981612,1424,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"435","3ETSleuZ","b4759",1991748,1991814,66,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"436","leuZ","b1909",1991815,1991901,86,"non-essential","essential","essential","non-essential","essential","essential"
"437","cysT","b1910",1991914,1991987,73,"non-essential","essential","essential","non-essential","essential","essential"
"438","glyW","b1911",1992042,1992117,75,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"439","pgsA","b1912",1992269,1992817,548,"essential","essential","essential","essential","essential","essential"
"440","yedN","b4495",2011223,2012351,1128,"essential","essential","essential","essential","essential","essential"
"441","fliG","b1939",2014880,2015875,995,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"442","fliP","b1948",2021869,2022606,737,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"443","fliR","b1950",2022893,2023678,785,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"444","rseX","b4603",2033649,2033739,90,"non-essential","essential","essential","non-essential","essential","essential"
"445","hprS","b1968",2036794,2038152,1358,"non-essential","essential","non-essential","essential","non-essential","essential"
"446","hiuH","b1970",2038956,2039369,413,"essential","essential","non-essential","essential","essential","essential"
"447","zinT","b1973",2041375,2042025,650,"non-essential","essential","non-essential","essential","non-essential","essential"
"448","yeeL","b4497",2052276,2053328,1052,"essential","non-essential","non-essential","essential","non-essential","non-essential"
"449","yeeH","b4639",2066068,2066154,86,"non-essential","essential","non-essential","non-essential","non-essential","non-essential"
"450","hisC","b2021",2092398,2093468,1070,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"451","wcaF","b2054",2128340,2128888,548,"non-essential","non-essential","non-essential","essential","non-essential","essential"
"452","wcaE","b2055",2128904,2129650,746,"essential","essential","essential","essential","essential","essential"
"453","wcaD","b2056",2129661,2130878,1217,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"454","wzc","b2060",2133490,2135652,2162,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"455","yegH","b2063",2137902,2139485,1583,"non-essential","essential","non-essential","essential","non-essential","essential"
"456","yegJ","b2071",2151185,2151646,461,"essential","essential","non-essential","essential","essential","essential"
"457","mdtB","b2075",2155263,2158385,3122,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"458","mdtD","b2077",2161464,2162879,1415,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"459","baeS","b2078",2162876,2164279,1403,"non-essential","essential","non-essential","essential","non-essential","essential"
"460","baeR","b2079",2164276,2164998,722,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"461","yegP","b2080",2165189,2165521,332,"non-essential","essential","non-essential","essential","non-essential","non-essential"
"462","gatB","b2093",2174282,2174566,284,"non-essential","essential","non-essential","essential","essential","non-essential"
"463","yehA","b2108",2187380,2188414,1034,"essential","essential","non-essential","essential","essential","essential"
"464","yehC","b2110",2190926,2191645,719,"essential","essential","essential","essential","essential","essential"
"465","yehD","b2111",2191680,2192222,542,"essential","essential","non-essential","essential","essential","essential"
"466","metG","b2114",2194300,2196333,2033,"essential","essential","essential","essential","essential","essential"
"467","yohF","b2137",2226509,2227270,761,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"468","yeiS","b2145",2233600,2233839,239,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"469","mglA","b2149",2237769,2239289,1520,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"470","folE","b2153",2242984,2243652,668,"essential","essential","essential","essential","essential","essential"
"471","yeiI","b2160",2251700,2252788,1088,"non-essential","essential","non-essential","essential","non-essential","essential"
"472","yeiL","b2163",2255355,2256014,659,"non-essential","essential","non-essential","essential","non-essential","essential"
"473","psuT","b2164",2256085,2257335,1250,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"474","psuK","b2166",2258355,2259296,941,"non-essential","essential","non-essential","essential","non-essential","essential"
"475","fruK","b2168",2261427,2262365,938,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"476","yejF","b2180",2276300,2277889,1589,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"477","rplY","b2185",2282517,2282801,284,"essential","essential","essential","essential","essential","essential"
"478","yejM","b2188",2284376,2286136,1760,"non-essential","essential","non-essential","essential","non-essential","essential"
"479","ccmF","b2196",2292961,2294904,1943,"non-essential","non-essential","non-essential","essential","non-essential","essential"
"480","yfaT","b2229",2334336,2334959,623,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"481","gyrA","b2231",2336793,2339420,2627,"essential","essential","essential","essential","essential","essential"
"482","ubiG","b2232",2339567,2340289,722,"essential","essential","non-essential","essential","essential","essential"
"483","yfaL","b2233",2340417,2344169,3752,"non-essential","essential","non-essential","essential","non-essential","essential"
"484","ypaB","b4605",2344594,2344737,143,"non-essential","essential","non-essential","non-essential","essential","non-essential"
"485","nrdA","b2234",2344865,2347150,2285,"essential","essential","essential","essential","essential","essential"
"486","yoaM","b4779",2347350,2347385,35,"non-essential","non-essential","essential","non-essential","essential","essential"
"487","nrdB","b2235",2347384,2348514,1130,"essential","essential","essential","essential","essential","essential"
"488","ais","b2252",2365018,2365620,602,"non-essential","essential","non-essential","essential","non-essential","essential"
"489","elaD","b2269",2382713,2383924,1211,"essential","essential","non-essential","essential","essential","essential"
"490","yfbK","b2270",2383995,2385722,1727,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"491","yfbL","b2271",2385860,2386831,971,"non-essential","essential","non-essential","essential","non-essential","essential"
"492","yfbN","b2273",2387710,2388426,716,"essential","essential","essential","essential","essential","essential"
"493","ubiX","b2311",2428057,2428626,569,"essential","non-essential","non-essential","non-essential","non-essential","non-essential"
"494","folC","b2315",2431674,2432942,1268,"essential","essential","essential","essential","essential","essential"
"495","accD","b2316",2433012,2433926,914,"essential","essential","essential","essential","essential","essential"
"496","fabB","b2323",2440385,2441605,1220,"essential","essential","essential","essential","essential","essential"
"497","yfdF","b2345",2463012,2464070,1058,"essential","essential","non-essential","essential","essential","essential"
"498","yfdI","b2352",2469131,2470462,1331,"essential","essential","non-essential","essential","essential","essential"
"499","emrY","b2367",2480638,2482176,1538,"non-essential","essential","non-essential","essential","non-essential","essential"
"500","emrK","b2368",2482176,2483339,1163,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"501","evgS","b2370",2484374,2487967,3593,"non-essential","essential","non-essential","essential","non-essential","essential"
"502","yfdV","b2372",2489242,2490186,944,"non-essential","non-essential","non-essential","essential","non-essential","essential"
"503","frc","b2374",2492004,2493254,1250,"non-essential","essential","non-essential","essential","non-essential","essential"
"504","yfdX","b2375",2493767,2494402,635,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"505","ypdK","b4680",2496921,2496992,71,"non-essential","essential","essential","non-essential","essential","non-essential"
"506","gltX","b2400",2519257,2520672,1415,"essential","essential","essential","essential","essential","essential"
"507","ligA","b2411",2528161,2530176,2015,"essential","essential","essential","essential","essential","essential"
"508","zipA","b2412",2530247,2531233,986,"essential","essential","essential","essential","essential","essential"
"509","cysM","b2421",2538672,2539583,911,"non-essential","non-essential","non-essential","essential","non-essential","essential"
"510","yffS","b2450",2564523,2565332,809,"essential","essential","non-essential","essential","non-essential","essential"
"511","maeB","b2463",2576098,2578377,2279,"non-essential","non-essential","non-essential","essential","non-essential","essential"
"512","acrD","b2470",2587595,2590708,3113,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"513","dapE","b2472",2591607,2592734,1127,"essential","essential","essential","essential","essential","essential"
"514","dapA","b2478",2598882,2599760,878,"essential","essential","essential","essential","essential","essential"
"515","hda","b2496",2618075,2618776,701,"essential","essential","essential","essential","essential","essential"
"516","ppk","b2501",2623044,2625110,2066,"non-essential","non-essential","non-essential","essential","non-essential","essential"
"517","guaA","b2507",2630958,2632535,1577,"essential","essential","non-essential","essential","essential","essential"
"518","der","b2511",2635884,2637356,1472,"essential","essential","essential","essential","essential","essential"
"519","hisS","b2514",2639301,2640575,1274,"essential","essential","essential","essential","essential","essential"
"520","ispG","b2515",2640686,2641804,1118,"essential","essential","essential","essential","essential","essential"
"521","sseB","b2522",2654157,2654933,776,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"522","iscU","b2529",2659903,2660289,386,"essential","essential","non-essential","essential","essential","essential"
"523","iscS","b2530",2660317,2661531,1214,"essential","essential","essential","essential","essential","essential"
"524","iscR","b2531",2661643,2662131,488,"non-essential","essential","non-essential","essential","non-essential","essential"
"525","suhB","b2533",2663442,2664245,803,"essential","essential","essential","essential","essential","essential"
"526","iroK","b4706",2668006,2668071,65,"non-essential","essential","non-essential","non-essential","non-essential","non-essential"
"527","glyA","b2551",2684254,2685507,1253,"essential","non-essential","non-essential","essential","non-essential","non-essential"
"528","tadA","b2559",2697354,2697857,503,"essential","essential","essential","essential","essential","essential"
"529","acpS","b2563",2700618,2700998,380,"essential","essential","non-essential","essential","essential","essential"
"530","era","b2566",2702481,2703386,905,"essential","essential","essential","essential","essential","essential"
"531","rnc","b2567",2703383,2704063,680,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"532","lepB","b2568",2704335,2705309,974,"essential","essential","essential","essential","essential","essential"
"533","rpoE","b2573",2709437,2710012,575,"essential","essential","essential","essential","essential","essential"
"534","patZ","b2584",2719953,2722613,2660,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"535","pssL","b4782",2722702,2722743,41,"non-essential","non-essential","essential","non-essential","essential","essential"
"536","pssA","b2585",2722727,2724082,1355,"essential","essential","essential","essential","essential","essential"
"537","yfiS","b4783",2725925,2725987,62,"non-essential","essential","non-essential","non-essential","non-essential","non-essential"
"538","rluD","b2594",2735031,2736011,980,"essential","essential","essential","essential","essential","essential"
"539","bamD","b2595",2736146,2736883,737,"essential","essential","essential","essential","essential","essential"
"540","pheL","b2598",2737599,2737646,47,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"541","rplS","b2606",2744183,2744530,347,"non-essential","essential","non-essential","essential","non-essential","essential"
"542","trmD","b2607",2744572,2745339,767,"essential","essential","essential","essential","essential","essential"
"543","rimM","b2608",2745370,2745918,548,"essential","essential","essential","essential","essential","essential"
"544","rpsP","b2609",2745937,2746185,248,"essential","essential","essential","essential","essential","essential"
"545","ffh","b2610",2746434,2747795,1361,"essential","essential","essential","essential","essential","essential"
"546","grpE","b2614",2750115,2750708,593,"essential","essential","essential","essential","essential","essential"
"547","nadK","b2615",2750831,2751709,878,"essential","essential","essential","essential","essential","essential"
"548","yfjH","b2623",2757644,2758600,956,"non-essential","essential","non-essential","essential","non-essential","essential"
"549","yfjI","b2625",2758985,2760394,1409,"essential","non-essential","non-essential","essential","non-essential","essential"
"550","yfjJ","b2626",2760547,2761173,626,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"551","yfjW","b2642",2773318,2775021,1703,"essential","essential","essential","essential","essential","essential"
"552","ypjB","b2649",2783638,2784429,791,"essential","essential","non-essential","essential","non-essential","essential"
"553","ypjC","b2650",2784529,2785011,482,"essential","non-essential","essential","essential","essential","non-essential"
"554","ygaQ","b4462",2786397,2788649,2252,"essential","essential","non-essential","essential","non-essential","essential"
"555","mprA","b2684",2810770,2811300,530,"essential","essential","non-essential","essential","non-essential","non-essential"
"556","micA","b4442",2814802,2814874,72,"non-essential","essential","essential","non-essential","essential","non-essential"
"557","serV","b2695",2818553,2818645,92,"non-essential","essential","non-essential","non-essential","essential","non-essential"
"558","csrA","b2696",2818961,2819146,185,"non-essential","essential","non-essential","non-essential","essential","non-essential"
"559","alaS","b2697",2819381,2822011,2630,"essential","essential","essential","essential","essential","essential"
"560","ispF","b2746",2871301,2871780,479,"essential","essential","essential","essential","essential","essential"
"561","ispD","b2747",2871780,2872490,710,"essential","essential","essential","essential","essential","essential"
"562","ftsB","b2748",2872509,2872820,311,"essential","essential","non-essential","essential","essential","essential"
"563","ygcW","b2774",2899488,2900273,785,"non-essential","essential","non-essential","essential","non-essential","essential"
"564","yqcG","b4682",2905557,2905697,140,"non-essential","essential","essential","non-essential","essential","essential"
"565","ygcG","b2778",2905711,2906583,872,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"566","eno","b2779",2906643,2907941,1298,"essential","essential","essential","essential","essential","essential"
"567","pyrG","b2780",2908029,2909666,1637,"essential","essential","essential","essential","essential","essential"
"568","recB","b2820",2952461,2956003,3542,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"569","thyA","b2827",2964361,2965155,794,"essential","essential","essential","essential","essential","essential"
"570","lgt","b2828",2965162,2966037,875,"essential","essential","essential","essential","essential","essential"
"571","yqeH","b2846",2987536,2988168,632,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"572","yqeI","b2847",2988502,2989311,809,"essential","essential","non-essential","essential","non-essential","essential"
"573","yqeJ","b2848",2989304,2989786,482,"essential","non-essential","non-essential","non-essential","essential","non-essential"
"574","yqeK","b2849",2989935,2990360,425,"essential","essential","non-essential","essential","essential","essential"
"575","ygeF","b2850",2990554,2991043,489,"essential","essential","non-essential","essential","essential","essential"
"576","ygeG","b2851",2991268,2991759,491,"essential","essential","essential","essential","essential","essential"
"577","ygeH","b2852",2992094,2993470,1376,"essential","essential","non-essential","essential","essential","essential"
"578","ygeI","b2853",2993638,2993856,218,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"579","pbl","b2854",2993939,2994441,502,"essential","essential","non-essential","essential","essential","non-essential"
"580","ygeK","b2855",2994460,2994903,443,"essential","essential","non-essential","essential","essential","essential"
"581","ygeL","b2856",2994937,2995092,155,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"582","ygeN","b2858",2995314,2996020,706,"essential","essential","essential","essential","essential","essential"
"583","ygeO","b2859",2995962,2996360,398,"non-essential","essential","non-essential","essential","non-essential","essential"
"584","ygeV","b2869",3004008,3005786,1778,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"585","xdhD","b2881",3021316,3024186,2870,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"586","lysS","b2890",3033657,3035174,1517,"essential","essential","non-essential","essential","essential","essential"
"587","prfB","b2891",3035184,3036282,1098,"essential","essential","essential","essential","essential","essential"
"588","ygfZ","b2898",3041313,3042293,980,"essential","essential","non-essential","essential","essential","essential"
"589","ubiH","b2907",3052340,3053518,1178,"essential","non-essential","non-essential","non-essential","non-essential","non-essential"
"590","fbaA","b2925",3070165,3071244,1079,"essential","essential","essential","essential","essential","essential"
"591","pgk","b2926",3071459,3072622,1163,"essential","essential","essential","essential","essential","essential"
"592","cmtB","b2934",3078887,3079330,443,"essential","essential","non-essential","essential","essential","essential"
"593","metK","b2942",3086706,3087860,1154,"essential","essential","essential","essential","essential","essential"
"594","yqgF","b2949",3093500,3093916,416,"essential","essential","essential","essential","essential","essential"
"595","plsC","b3018",3162744,3163481,737,"essential","essential","essential","essential","essential","essential"
"596","parC","b3019",3163715,3165973,2258,"essential","essential","essential","essential","essential","essential"
"597","ygiZ","b3027",3171879,3172211,332,"non-essential","essential","non-essential","essential","non-essential","essential"
"598","parE","b3030",3173504,3175396,1892,"essential","essential","essential","essential","essential","essential"
"599","ribB","b3041",3183813,3184466,653,"non-essential","essential","non-essential","essential","non-essential","essential"
"600","ygiL","b3043",3185414,3185965,551,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"601","yqiH","b3047",3189881,3190630,749,"non-essential","non-essential","non-essential","essential","non-essential","essential"
"602","yqiJ","b3050",3192208,3192837,629,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"603","cca","b3056",3201891,3203129,1238,"essential","essential","essential","essential","essential","essential"
"604","folB","b3058",3204221,3204589,368,"essential","essential","non-essential","essential","non-essential","non-essential"
