"","gene","entry","gene_start","gene_end","gene_length","Binomial","ConNIS","ExpVsGamma","Geometric","InsDens","Tn5Gaps"
"313","ydiE",15824,1787637,1787828,191,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"314","pheT",15832,1793581,1795968,2387,"essential","essential","essential","essential","essential","essential"
"315","pheS",15833,1795983,1796966,983,"essential","essential","essential","essential","essential","essential"
"316","pheM",15834,1797250,1797294,44,"non-essential","non-essential","essential","non-essential","essential","essential"
"317","rplT",15835,1797417,1797773,356,"non-essential","essential","essential","non-essential","essential","essential"
"318","rpmI",15836,1797826,1798023,197,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"319","infC",15837,1798120,1798662,542,"non-essential","essential","essential","non-essential","essential","essential"
"320","thrS",15838,1798666,1800594,1928,"essential","essential","essential","essential","essential","essential"
"321","ydjO",15848,1810353,1811156,803,"non-essential","essential","non-essential","non-essential","non-essential","essential"
"322","nadE",15858,1820482,1821309,827,"essential","essential","essential","essential","essential","essential"
"323","b1758",15876,1838807,1839427,620,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"324","topB",15881,1843023,1844984,1961,"essential","non-essential","non-essential","non-essential","non-essential","non-essential"
"325","gapA",15897,1860795,1861790,995,"essential","essential","essential","essential","essential","essential"
"326","yeaI",15903,1868409,1869884,1475,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"327","b1788",15906,1872102,1872206,104,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"328","yeaZ",15925,1888596,1889291,695,"essential","essential","essential","non-essential","essential","essential"
"329","pabB",15930,1892829,1894190,1361,"non-essential","non-essential","non-essential","essential","non-essential","non-essential"
"330","yebO",15943,1906285,1906572,287,"non-essential","essential","non-essential","non-essential","non-essential","non-essential"
"331","yobG",15944,1906647,1906790,143,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"332","zwf",15970,1932863,1934338,1475,"essential","non-essential","non-essential","non-essential","non-essential","non-essential"
"333","ruvB",15978,1942370,1943380,1010,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"334","ruvA",15979,1943389,1944000,611,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"335","yobI",7497353,1944139,1944204,65,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"336","aspS",15984,1946774,1948546,1772,"essential","essential","essential","essential","essential","essential"
"337","yecO",15988,1950726,1951469,743,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"338","argS",15994,1958086,1959819,1733,"essential","essential","essential","essential","essential","essential"
"339","insB-5",16011,1976542,1977045,503,"non-essential","essential","essential","non-essential","essential","essential"
"340","insA-5",16012,1976964,1977239,275,"non-essential","essential","essential","non-essential","essential","essential"
"341","b1903",16020,1985531,1985782,251,"non-essential","essential","essential","non-essential","essential","non-essential"
"342","yecH",16023,1987275,1987514,239,"non-essential","essential","essential","non-essential","essential","non-essential"
"343","yecA",16025,1988978,1989643,665,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"344","leuZ",1936626,1989839,1989925,86,"non-essential","non-essential","essential","non-essential","essential","essential"
"345","cysT",1936627,1989938,1990011,73,"non-essential","non-essential","essential","non-essential","essential","essential"
"346","glyW",1936628,1990066,1990141,75,"non-essential","non-essential","essential","non-essential","essential","essential"
"347","pgsA",16026,1990293,1990841,548,"non-essential","essential","essential","non-essential","essential","essential"
"348","yedN",1936634,2009247,2009381,134,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"349","fliE",16051,2010724,2011038,314,"non-essential","essential","essential","non-essential","essential","non-essential"
"350","fliO",16061,2019528,2019893,365,"non-essential","essential","essential","non-essential","essential","non-essential"
"351","dcm",16074,2028923,2030341,1418,"non-essential","non-essential","non-essential","essential","non-essential","essential"
"352","asnU",1936650,2057875,2057950,75,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"353","yeeH",3446185,2064092,2064178,86,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"354","insH-6",16102,2064329,2065345,1016,"essential","essential","essential","essential","essential","essential"
"355","insD-3",16104,2066976,2067881,905,"essential","essential","essential","essential","essential","essential"
"356","insC",1936653,2067839,2068204,365,"non-essential","essential","essential","non-essential","essential","essential"
"357","hisL",16126,2088020,2088070,50,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"358","insH-7",16139,2099919,2100935,1016,"essential","essential","essential","essential","essential","essential"
"359","cpsB",16157,2121108,2122544,1436,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"360","dcd",16173,2139658,2140239,581,"essential","essential","essential","non-essential","essential","non-essential"
"361","insE",16196,2168260,2168559,299,"non-essential","essential","essential","non-essential","essential","essential"
"362","insF-5",16197,2168556,2169422,866,"essential","essential","essential","essential","essential","essential"
"363","yehA",16215,2185402,2186436,1034,"essential","non-essential","non-essential","non-essential","non-essential","non-essential"
"364","metG",16221,2192322,2194355,2033,"essential","essential","non-essential","essential","essential","essential"
"365","folE",16262,2241006,2241674,668,"non-essential","essential","non-essential","non-essential","essential","essential"
"366","rplY",16294,2280539,2280823,284,"non-essential","essential","essential","non-essential","essential","essential"
"367","yejM",16297,2282398,2284158,1760,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"368","insH-8",16300,2287087,2288103,1016,"essential","essential","essential","essential","essential","essential"
"369","yojO",3446192,2301628,2301792,164,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"370","micF",1936711,2311106,2311198,92,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"371","gyrA",16338,2334815,2337442,2627,"essential","essential","essential","essential","essential","essential"
"372","ubiG",16339,2337589,2338311,722,"essential","essential","essential","essential","essential","essential"
"373","nrdA",16341,2342887,2345172,2285,"essential","essential","essential","essential","essential","essential"
"374","nrdB",16342,2345406,2346536,1130,"essential","essential","essential","essential","essential","essential"
"375","elaD",16376,2380735,2381946,1211,"essential","essential","non-essential","essential","non-essential","essential"
"376","yfbN",16380,2385732,2386448,716,"non-essential","essential","non-essential","non-essential","essential","essential"
"377","ubiX",16418,2426079,2426648,569,"non-essential","essential","essential","non-essential","essential","essential"
"378","folC",16422,2429696,2430964,1268,"essential","essential","non-essential","essential","essential","essential"
"379","accD",16423,2431034,2431948,914,"essential","essential","essential","essential","essential","essential"
"380","fabB",16430,2438407,2439627,1220,"essential","essential","essential","essential","essential","essential"
"381","yfdF",16451,2461034,2462092,1058,"essential","non-essential","non-essential","essential","essential","essential"
"382","argW",1936740,2464331,2464405,74,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"383","pawZ",3446197,2474606,2474620,14,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"384","evgS",16475,2482396,2485989,3593,"non-essential","non-essential","non-essential","essential","non-essential","essential"
"385","yi81_3",16499,2512353,2513465,1112,"essential","essential","essential","essential","essential","essential"
"386","alaX",1936751,2516063,2516138,75,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"387","gltX",16503,2517279,2518694,1415,"essential","essential","essential","essential","essential","essential"
"388","valU",1936754,2518953,2519028,75,"non-essential","non-essential","essential","non-essential","essential","essential"
"389","valX",1936755,2519073,2519148,75,"non-essential","non-essential","essential","non-essential","essential","essential"
"390","valY",1936756,2519195,2519270,75,"non-essential","non-essential","essential","non-essential","essential","essential"
"391","lysV",1936757,2519275,2519350,75,"non-essential","non-essential","essential","non-essential","essential","essential"
"392","ligA",16510,2526183,2528198,2015,"essential","essential","essential","essential","essential","essential"
"393","zipA",16511,2528269,2529255,986,"essential","essential","essential","essential","essential","essential"
"394","ptsI",16515,2532088,2533815,1727,"essential","non-essential","non-essential","essential","essential","essential"
"395","dapE",16571,2589629,2590756,1127,"essential","essential","essential","essential","essential","essential"
"396","dapA",16577,2596904,2597782,878,"essential","essential","essential","essential","essential","essential"
"397","hda",16595,2616097,2616798,701,"essential","essential","essential","non-essential","essential","essential"
"398","guaA",16606,2628980,2630557,1577,"essential","essential","essential","essential","essential","essential"
"399","guaB",16607,2630626,2632092,1466,"essential","essential","essential","essential","essential","essential"
"400","b2511",16610,2633906,2635378,1472,"essential","essential","essential","essential","essential","essential"
"401","hisS",16613,2637323,2638597,1274,"essential","essential","essential","essential","essential","essential"
"402","ispG",16614,2638708,2639826,1118,"essential","essential","essential","essential","essential","essential"
"403","yfhJ",16623,2654558,2654758,200,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"404","hscA",16625,2655107,2656957,1850,"essential","essential","non-essential","essential","non-essential","essential"
"405","iscS",1936785,2658339,2659553,1214,"essential","essential","essential","essential","essential","essential"
"406","suhB",16632,2661464,2662267,803,"essential","essential","essential","essential","essential","essential"
"407","glyA",16650,2682276,2683529,1253,"essential","essential","essential","essential","essential","essential"
"408","tadA",16658,2695376,2695879,503,"non-essential","essential","essential","non-essential","essential","non-essential"
"409","acpS",16662,2698640,2699020,380,"non-essential","essential","essential","non-essential","essential","non-essential"
"410","era",16665,2700503,2701408,905,"essential","essential","essential","essential","essential","essential"
"411","lepB",16667,2702357,2703331,974,"non-essential","essential","non-essential","essential","non-essential","essential"
"412","rpoE",16672,2707459,2708034,575,"non-essential","essential","essential","non-essential","essential","non-essential"
"413","pssA",16684,2720749,2722104,1355,"essential","non-essential","non-essential","essential","essential","essential"
"414","rrfG",1936801,2724091,2724210,119,"non-essential","non-essential","essential","non-essential","essential","essential"
"415","rrlG",1936802,2724303,2727206,2903,"essential","essential","essential","essential","essential","essential"
"416","gltW",1936803,2727391,2727466,75,"non-essential","non-essential","essential","non-essential","essential","essential"
"417","rrsG",1936804,2727638,2729179,1541,"essential","essential","essential","essential","essential","essential"
"418","rluD",16689,2733053,2734033,980,"essential","essential","essential","essential","essential","essential"
"419","yfiO",16690,2734168,2734905,737,"non-essential","essential","non-essential","non-essential","non-essential","non-essential"
"420","pheL",16693,2735621,2735668,47,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"421","trmD",16702,2742594,2743361,767,"essential","essential","essential","essential","essential","essential"
"422","yfjA",16703,2743392,2743940,548,"non-essential","essential","essential","non-essential","essential","essential"
"423","ffh",16705,2744456,2745817,1361,"essential","essential","essential","essential","essential","essential"
"424","yfjB",16709,2748853,2749731,878,"essential","essential","essential","essential","essential","essential"
"425","ssrA",1936812,2753615,2753977,362,"non-essential","essential","essential","non-essential","essential","non-essential"
"426","yfjW",16733,2771340,2773043,1703,"essential","non-essential","non-essential","essential","essential","essential"
"427","psaA",3446205,2775994,2776007,13,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"428","ypjC",16741,2781660,2783033,1373,"non-essential","essential","non-essential","essential","non-essential","essential"
"429","micA",1936831,2812824,2812901,77,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"430","argQ",1936832,2815806,2815882,76,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"431","argY",1936834,2816220,2816296,76,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"432","argV",1936835,2816495,2816571,76,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"433","serV",1936836,2816575,2816667,92,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"434","csrA",16780,2816983,2817168,185,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"435","alaS",16781,2817403,2820033,2630,"essential","essential","essential","essential","essential","essential"
"436","gutQ",16792,2827835,2828800,965,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"437","ygaA",16793,2828797,2830311,1514,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"438","ispF",16830,2869323,2869802,479,"non-essential","essential","essential","non-essential","essential","essential"
"439","ispD",16831,2869802,2870512,710,"essential","essential","essential","non-essential","essential","essential"
"440","ftsB",16832,2870531,2870842,311,"non-essential","essential","essential","non-essential","essential","essential"
"441","unnamed_gene_4",11403152,2875752,2875783,31,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"442","unnamed_gene_5",11545515,2875752,2875783,31,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"443","unnamed_gene_6",11687907,2875752,2875783,31,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"444","unnamed_gene_7",11403153,2875784,2875812,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"445","unnamed_gene_8",11545516,2875784,2875812,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"446","unnamed_gene_9",11687908,2875784,2875812,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"447","unnamed_gene_10",11403154,2875813,2875844,31,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"448","unnamed_gene_11",11545517,2875813,2875844,31,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"449","unnamed_gene_12",11687909,2875813,2875844,31,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"450","unnamed_gene_19",11403157,2875906,2875934,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"451","unnamed_gene_20",11545520,2875906,2875934,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"452","unnamed_gene_21",11687912,2875906,2875934,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"453","unnamed_gene_25",11403159,2875967,2875995,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"454","unnamed_gene_26",11545522,2875967,2875995,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"455","unnamed_gene_27",11687914,2875967,2875995,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"456","unnamed_gene_28",11403160,2875996,2876027,31,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"457","unnamed_gene_29",11545523,2875996,2876027,31,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"458","unnamed_gene_30",11687915,2875996,2876027,31,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"459","unnamed_gene_31",11403161,2876028,2876056,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"460","unnamed_gene_32",11545524,2876028,2876056,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"461","unnamed_gene_33",11687916,2876028,2876056,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"462","unnamed_gene_34",11403162,2876057,2876088,31,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"463","unnamed_gene_35",11545525,2876057,2876088,31,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"464","unnamed_gene_36",11687917,2876057,2876088,31,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"465","unnamed_gene_37",11403163,2876089,2876117,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"466","unnamed_gene_38",11545526,2876089,2876117,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"467","unnamed_gene_39",11687918,2876089,2876117,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"468","unnamed_gene_40",11403164,2876118,2876149,31,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"469","unnamed_gene_41",11545527,2876118,2876149,31,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"470","unnamed_gene_42",11687919,2876118,2876149,31,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"471","unnamed_gene_43",11403165,2876150,2876178,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"472","unnamed_gene_44",11545528,2876150,2876178,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"473","unnamed_gene_45",11687920,2876150,2876178,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"474","unnamed_gene_46",11403166,2876179,2876211,32,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"475","unnamed_gene_47",11545529,2876179,2876211,32,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"476","unnamed_gene_48",11687921,2876179,2876211,32,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"477","unnamed_gene_49",11403167,2876212,2876240,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"478","unnamed_gene_50",11545530,2876212,2876240,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"479","unnamed_gene_51",11687922,2876212,2876240,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"480","unnamed_gene_52",11403168,2876241,2876273,32,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"481","unnamed_gene_53",11545531,2876241,2876273,32,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"482","unnamed_gene_54",11687923,2876241,2876273,32,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"483","unnamed_gene_55",11403169,2876274,2876302,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"484","unnamed_gene_56",11545532,2876274,2876302,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"485","unnamed_gene_57",11687924,2876274,2876302,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"486","unnamed_gene_58",11403170,2876303,2876334,31,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"487","unnamed_gene_59",11545533,2876303,2876334,31,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"488","unnamed_gene_60",11687925,2876303,2876334,31,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"489","unnamed_gene_61",11403171,2876335,2876363,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"490","unnamed_gene_62",11545534,2876335,2876363,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"491","unnamed_gene_63",11687926,2876335,2876363,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"492","unnamed_gene_67",11403173,2876396,2876424,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"493","unnamed_gene_68",11545536,2876396,2876424,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"494","unnamed_gene_69",11687928,2876396,2876424,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"495","unnamed_gene_70",11403174,2876425,2876456,31,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"496","unnamed_gene_71",11545537,2876425,2876456,31,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"497","unnamed_gene_72",11687929,2876425,2876456,31,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"498","unnamed_gene_73",11403175,2876457,2876485,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"499","unnamed_gene_74",11545538,2876457,2876485,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"500","unnamed_gene_75",11687930,2876457,2876485,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"501","unnamed_gene_85",11403179,2902125,2902157,32,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"502","unnamed_gene_86",11545542,2902125,2902157,32,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"503","unnamed_gene_87",11687934,2902125,2902157,32,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"504","unnamed_gene_100",11403184,2902280,2902307,27,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"505","unnamed_gene_101",11545547,2902280,2902307,27,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"506","unnamed_gene_102",11687939,2902280,2902307,27,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"507","unnamed_gene_103",11403185,2902308,2902340,32,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"508","unnamed_gene_104",11545548,2902308,2902340,32,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"509","unnamed_gene_105",11687940,2902308,2902340,32,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"510","unnamed_gene_109",11403187,2902369,2902401,32,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"511","unnamed_gene_110",11545550,2902369,2902401,32,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"512","unnamed_gene_111",11687942,2902369,2902401,32,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"513","unnamed_gene_112",11403188,2902402,2902429,27,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"514","unnamed_gene_113",11545551,2902402,2902429,27,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"515","unnamed_gene_114",11687943,2902402,2902429,27,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"516","yqcG",7497361,2903579,2903719,140,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"517","eno",16863,2904665,2905963,1298,"essential","essential","essential","essential","essential","essential"
"518","pyrG",16864,2906051,2907688,1637,"essential","essential","essential","essential","essential","essential"
"519","metW",1936857,2945519,2945595,76,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"520","thyA",16908,2962383,2963177,794,"essential","essential","essential","essential","essential","essential"
"521","lgt",16909,2963184,2964059,875,"essential","essential","non-essential","essential","essential","essential"
"522","yqeL",7497362,2987841,2987921,80,"non-essential","non-essential","essential","non-essential","essential","essential"
"523","yqeK",16930,2987957,2988382,425,"non-essential","essential","essential","non-essential","essential","essential"
"524","ygeF",16931,2988576,2989065,489,"non-essential","essential","essential","non-essential","essential","essential"
"525","ygeG",16932,2989290,2989781,491,"non-essential","essential","essential","non-essential","essential","essential"
"526","ygeH",16933,2990116,2991492,1376,"essential","essential","non-essential","essential","non-essential","essential"
"527","ygeK",16937,2992482,2993114,632,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"528","ygeN",1936869,2993336,2994042,706,"essential","essential","essential","non-essential","essential","essential"
"529","ygeO",16940,2993984,2994382,398,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"530","insD-4",16941,2994394,2995299,905,"essential","essential","essential","essential","essential","essential"
"531","insC",16942,2995257,2995622,365,"non-essential","essential","essential","non-essential","essential","essential"
"532","lysS",16970,3031679,3033196,1517,"essential","essential","essential","essential","essential","essential"
"533","prfB",16971,3033206,3034304,1098,"essential","essential","essential","essential","essential","essential"
"534","ygfZ",16978,3039335,3040315,980,"essential","essential","non-essential","essential","essential","essential"
"535","ubiH",16987,3050362,3051540,1178,"essential","essential","essential","essential","essential","essential"
"536","fbaA",17004,3068187,3069266,1079,"essential","essential","essential","essential","essential","essential"
"537","pgk",17005,3069481,3070644,1163,"essential","essential","essential","essential","essential","essential"
"538","metK",17021,3084728,3085882,1154,"essential","essential","essential","essential","essential","essential"
"539","yqgF",17028,3091522,3091938,416,"non-essential","essential","essential","non-essential","essential","non-essential"
"540","pheV",1936900,3108388,3108463,75,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"541","insH-9",17060,3128200,3129216,1016,"essential","essential","essential","essential","essential","essential"
"542","plsC",17094,3160766,3161503,737,"essential","essential","essential","essential","essential","essential"
"543","parC",17095,3161737,3163995,2258,"essential","essential","essential","essential","essential","essential"
"544","parE",17106,3171526,3173418,1892,"essential","essential","essential","essential","essential","essential"
"545","ribB",17117,3181835,3182488,653,"non-essential","essential","non-essential","non-essential","non-essential","essential"
"546","yqiG",1936918,3184083,3184111,28,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"547","insC",17120,3184209,3184574,365,"non-essential","essential","essential","non-essential","essential","essential"
"548","insD-5",17121,3184532,3185437,905,"essential","essential","essential","essential","essential","essential"
"549","rygD",1936920,3192745,3192887,142,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"550","ibsD",7497365,3192788,3192847,59,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"551","rygE",3446209,3193121,3193262,141,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"552","ibsE",7497366,3193163,3193222,59,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"553","cca",17132,3199913,3201151,1238,"essential","essential","essential","essential","essential","essential"
"554","ygiG",17134,3202243,3202611,368,"non-essential","essential","essential","non-essential","essential","non-essential"
"555","ygjD",17140,3207552,3208565,1013,"essential","essential","non-essential","essential","essential","essential"
"556","rpsU",17141,3208803,3209018,215,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"557","dnaG",17142,3209129,3210874,1745,"essential","essential","essential","essential","essential","essential"
"558","rpoD",17143,3211069,3212910,1841,"essential","essential","essential","essential","essential","essential"
"559","rnpB",1936941,3268238,3268614,376,"non-essential","essential","essential","non-essential","essential","non-essential"
"560","pnp",17237,3307055,3309190,2135,"non-essential","essential","non-essential","essential","non-essential","essential"
"561","rpsO",17238,3309437,3309706,269,"non-essential","essential","essential","non-essential","essential","non-essential"
"562","infB",17241,3311364,3314036,2672,"essential","essential","non-essential","essential","essential","essential"
"563","nusA",17242,3314061,3315548,1487,"essential","essential","non-essential","essential","non-essential","essential"
"564","metY",1936953,3316235,3316311,76,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"565","leuU",1936955,3320094,3320180,86,"non-essential","non-essential","essential","non-essential","essential","non-essential"
"566","secG",17246,3320195,3320527,332,"non-essential","essential","non-essential","non-essential","non-essential","non-essential"
"567","glmM",17247,3320755,3322092,1337,"essential","essential","essential","essential","essential","essential"
"568","folP",17248,3322085,3322933,848,"essential","essential","essential","essential","essential","essential"
"569","ftsH",17249,3323023,3324957,1934,"essential","essential","non-essential","essential","essential","essential"
"570","rlmE",17250,3325057,3325686,629,"essential","essential","essential","non-essential","essential","non-essential"
"571","obgE",17254,3328604,3329776,1172,"non-essential","essential","non-essential","essential","non-essential","essential"
"572","rpmA",17256,3330884,3331141,257,"non-essential","essential","essential","non-essential","essential","essential"
"573","rplU",17257,3331162,3331473,311,"non-essential","essential","essential","non-essential","essential","essential"
"574","ispB",17258,3331732,3332703,971,"essential","essential","essential","essential","essential","essential"
"575","murA",17260,3333257,3334516,1259,"essential","essential","essential","essential","essential","essential"
"576","yhbN",17271,3341402,3341959,557,"non-essential","essential","essential","non-essential","essential","non-essential"
"577","yhbG",17272,3341966,3342691,725,"essential","essential","essential","essential","essential","essential"
"578","insH-10",17289,3363724,3364740,1016,"essential","essential","essential","essential","essential","essential"
"579","rpsI",17301,3375837,3376229,392,"non-essential","essential","essential","non-essential","essential","essential"
"580","rplM",17302,3376245,3376673,428,"non-essential","essential","essential","non-essential","essential","essential"
"581","degS",17306,3380222,3381289,1067,"essential","essential","essential","essential","essential","essential"
"582","mreD",17319,3396409,3396897,488,"non-essential","essential","essential","non-essential","essential","non-essential"
"583","mreC",17320,3396897,3398000,1103,"non-essential","essential","non-essential","essential","non-essential","essential"
"584","mreB",17321,3398066,3399109,1043,"essential","essential","essential","essential","essential","essential"
"585","accB",17325,3403458,3403928,470,"non-essential","essential","essential","non-essential","essential","essential"
"586","accC",17326,3403939,3405288,1349,"essential","essential","essential","essential","essential","essential"
"587","rrfF",1936978,3421445,3421564,119,"non-essential","non-essential","essential","non-essential","essential","essential"
"588","thrV",1936979,3421602,3421677,75,"non-essential","non-essential","essential","non-essential","essential","essential"
"589","rrfD",1936980,3421690,3421809,119,"non-essential","non-essential","essential","non-essential","essential","essential"
"590","rrlD",1936981,3421902,3424805,2903,"essential","essential","essential","essential","essential","essential"
"591","alaU",1936982,3424980,3425055,75,"non-essential","non-essential","essential","non-essential","essential","essential"
"592","ileU",1936983,3425098,3425174,76,"non-essential","non-essential","essential","non-essential","essential","essential"
"593","rrsD",1936984,3425243,3426784,1541,"essential","essential","essential","essential","essential","essential"
"594","yrdC",17345,3428865,3429437,572,"non-essential","essential","non-essential","non-essential","non-essential","non-essential"
"595","def",17349,3431712,3432221,509,"non-essential","essential","non-essential","non-essential","non-essential","non-essential"
"596","fmt",17350,3432236,3433183,947,"essential","essential","essential","essential","essential","essential"
"597","rplQ",17357,3437638,3438021,383,"non-essential","essential","non-essential","non-essential","non-essential","essential"
"598","rpoA",17358,3438062,3439051,989,"essential","essential","essential","essential","essential","essential"
"599","rpsD",17359,3439077,3439697,620,"non-essential","essential","non-essential","non-essential","essential","essential"
"600","rpsK",17360,3439731,3440120,389,"non-essential","essential","essential","non-essential","essential","essential"
"601","rpsM",17361,3440137,3440493,356,"non-essential","essential","essential","non-essential","essential","essential"
"602","rpmJ",17362,3440640,3440756,116,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
"603","secY",17363,3440788,3442119,1331,"essential","essential","essential","essential","essential","essential"
"604","rplO",17364,3442127,3442561,434,"non-essential","non-essential","non-essential","non-essential","non-essential","essential"
