"","gene","entry","gene_start","gene_end","gene_length","Binomial","ConNIS","ExpVsGamma","Geometric","InsDens","Tn5Gaps"
"602","citF","STM14_0722",684325,685854,1529,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"603","citE","STM14_0723",685864,686772,908,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"604","citD","STM14_0724",686769,687065,296,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"605","citC","STM14_0725",687062,688138,1076,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"606","unnamed_gene_252","STM14_0726",688331,688513,182,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"607","dpiB","STM14_0727",688523,690184,1661,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"608","dpiA","STM14_0728",690153,690833,680,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"609","dcuC","STM14_0729",690887,692272,1385,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"610","unnamed_gene_253","STM14_0730",692333,692443,110,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"611","cspE","STM14_0732",693411,693620,209,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"612","ccrB","STM14_0733",693678,694061,383,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"613","ybeM","STM14_0734",694152,694940,788,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"614","unnamed_gene_254","STM14_0735",694969,695076,107,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"615","tatE","STM14_0736",695069,695272,203,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"616","lipA","STM14_0737",695358,696323,965,"essential","essential","essential","essential","non-essential","essential"
"617","unnamed_gene_255","STM14_0738",696364,696498,134,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"618","ybeF","STM14_0739",696529,697482,953,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"619","lipB","STM14_0741",697784,698425,641,"essential","non-essential","non-essential","non-essential","non-essential","non-essential"
"620","unnamed_gene_257","STM14_0742",698354,698719,365,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"621","ybeD","STM14_0743",698525,698788,263,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"622","dacA","STM14_0744",698897,700108,1211,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"623","unnamed_gene_258","STM14_0745",700128,700277,149,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"624","rlpA","STM14_0746",700248,701393,1145,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"625","mrdB","STM14_0747",701404,702516,1112,"essential","essential","essential","essential","non-essential","essential"
"626","mrdA","STM14_0748",702519,704420,1901,"essential","essential","non-essential","essential","non-essential","essential"
"627","ybeB","STM14_0750",704922,705239,317,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"628","cobC","STM14_0751",705568,706176,608,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"629","cobD","STM14_0752",706273,707367,1094,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"630","nadD","STM14_0753",707342,707983,641,"non-essential","non-essential","non-essential","non-essential","essential","essential"
"631","holA","STM14_0754",707985,709016,1031,"essential","essential","essential","essential","non-essential","essential"
"632","rlpB","STM14_0755",709016,709606,590,"essential","essential","essential","essential","non-essential","essential"
"633","unnamed_gene_259","STM14_0756",709621,712446,2825,"essential","essential","essential","essential","non-essential","essential"
"634","unnamed_gene_260","STM14_0757",712491,712781,290,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"635","unnamed_gene_261","STM14_0758",712798,713970,1172,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"636","unnamed_gene_262","STM14_0759",714020,714973,953,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"637","ybeL","STM14_0761",717062,717535,473,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"638","ybeR","STM14_0763",718694,719401,707,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"639","ybeS","STM14_0764",719398,720831,1433,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"640","ybeU","STM14_0765",720843,721539,696,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"641","ybeV","STM14_0766",721536,723008,1472,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"642","hscC","STM14_0767",723030,724709,1679,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"643","unnamed_gene_264","STM14_0768",724785,726023,1238,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"644","rihA","STM14_0769",726055,726990,935,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"645","gltL","STM14_0770",727107,727832,725,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"646","gltK","STM14_0771",727832,728506,674,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"647","gltJ","STM14_0772",728506,729246,740,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"648","gltI","STM14_0773",729406,730332,926,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"649","unnamed_gene_265","STM14_0774",730309,730596,287,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"650","lnt","STM14_0775",730669,732207,1538,"essential","essential","essential","essential","non-essential","essential"
"651","ybeX","STM14_0776",732227,733105,878,"essential","non-essential","non-essential","non-essential","essential","non-essential"
"652","unnamed_gene_266","STM14_0777",733102,733251,149,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"653","ybeY","STM14_0778",733263,733736,473,"essential","essential","essential","non-essential","non-essential","non-essential"
"654","phoL","STM14_0779",733733,734818,1085,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"655","unnamed_gene_267","STM14_0780",734838,734957,119,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"656","miaB","STM14_0781",734984,736408,1424,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"657","ubiF","STM14_0782",736552,737727,1175,"essential","essential","essential","essential","non-essential","essential"
"658","unnamed_gene_268","STM14_0783",737794,738369,575,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"659","glnX","STM14_0784",738505,738579,74,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"660","glnV","STM14_0785",738623,738697,74,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"661","metU","STM14_0786",738744,738820,76,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"662","glnW","STM14_0787",738836,738910,74,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"663","glnU","STM14_0788",738946,739020,74,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"664","leuW","STM14_0789",739044,739128,84,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"665","metT","STM14_0790",739137,739213,76,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"666","unnamed_gene_269","STM14_0791",739310,739477,167,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"667","asnB","STM14_0792",739436,741100,1664,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"668","nagD","STM14_0793",741390,742142,752,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"669","nagC","STM14_0794",742189,743409,1220,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"670","nagA","STM14_0795",743414,744568,1154,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"671","nagB","STM14_0796",744628,745428,800,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"672","unnamed_gene_270","STM14_0797",745470,745595,125,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"673","nagE","STM14_0798",745755,747707,1952,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"674","glnS","STM14_0799",747918,749585,1667,"essential","essential","essential","essential","non-essential","essential"
"675","unnamed_gene_271","STM14_0800",749621,749734,113,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"676","unnamed_gene_272","STM14_0801",749864,750154,290,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"677","ybfM","STM14_0802",750031,751437,1406,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"678","ybfN","STM14_0803",751487,751819,332,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"679","citA","STM14_0804",751868,753172,1304,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"680","citB","STM14_0805",753223,754362,1139,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"681","unnamed_gene_273","STM14_0806",754349,755752,1403,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"682","unnamed_gene_274","STM14_0807",755850,756776,926,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"683","fur","STM14_0808",756891,757343,452,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"684","unnamed_gene_275","STM14_0809",757442,757591,149,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"685","fldA","STM14_0810",757625,758254,629,"essential","essential","non-essential","essential","non-essential","non-essential"
"686","ybfE","STM14_0811",758318,758599,281,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"687","unnamed_gene_276","STM14_0812",758607,758720,113,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"688","ybfF","STM14_0813",758733,759503,770,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"689","seqA","STM14_0814",759655,760230,575,"essential","non-essential","non-essential","non-essential","non-essential","non-essential"
"690","pgm","STM14_0815",760255,761895,1640,"essential","essential","essential","essential","non-essential","essential"
"691","unnamed_gene_277","STM14_0816",762010,762495,485,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"692","potE","STM14_0817",762560,763879,1319,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"693","speF","STM14_0818",763876,766074,2198,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"694","unnamed_gene_278","STM14_0819",766193,766318,125,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"695","unnamed_gene_279","STM14_0820",766472,766585,113,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"696","kdpE","STM14_0821",766836,767513,677,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"697","kdpD","STM14_0822",767510,770194,2684,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"698","kdpC","STM14_0823",770191,770775,584,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"699","kdpB","STM14_0824",770784,772832,2048,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"700","kdpA","STM14_0825",772853,774621,1768,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"701","unnamed_gene_280","STM14_0826",774532,774729,197,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"702","ybfA","STM14_0827",774958,775164,206,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"703","phrB","STM14_0828",775275,776696,1421,"essential","non-essential","non-essential","essential","essential","non-essential"
"704","ybgH","STM14_0829",776735,778330,1595,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"705","ybgI","STM14_0830",778545,779288,743,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"706","ybgJ","STM14_0831",779304,779960,656,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"707","ybgK","STM14_0832",779954,780886,932,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"708","ybgL","STM14_0833",780876,781610,734,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"709","unnamed_gene_282","STM14_0835",782125,782691,566,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"710","unnamed_gene_283","STM14_0836",783151,783486,335,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"711","unnamed_gene_284","STM14_0837",783488,784228,740,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"712","unnamed_gene_285","STM14_0838",784514,785665,1151,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"713","unnamed_gene_286","STM14_0839",785662,786558,896,"non-essential","non-essential","non-essential","non-essential","essential","essential"
"714","unnamed_gene_287","STM14_0840",786571,787704,1133,"essential","non-essential","non-essential","essential","essential","essential"
"715","unnamed_gene_288","STM14_0841",787833,788603,770,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"716","unnamed_gene_289","STM14_0842",788607,789317,710,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"717","unnamed_gene_290","STM14_0843",789411,791189,1778,"essential","non-essential","non-essential","non-essential","essential","non-essential"
"718","unnamed_gene_291","STM14_0844",791382,792215,833,"essential","essential","essential","essential","non-essential","essential"
"719","unnamed_gene_292","STM14_0845",792273,794168,1895,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"720","nei","STM14_0847",794422,795213,791,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"721","abrB","STM14_0848",795268,796314,1046,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"722","gltA","STM14_0849",796451,797734,1283,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"723","unnamed_gene_294","STM14_0850",797694,798080,386,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"724","sdhC","STM14_0851",798489,798878,389,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"725","sdhD","STM14_0852",798872,799219,347,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"726","sdhA","STM14_0853",799219,800985,1766,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"727","sdhB","STM14_0854",800999,801718,719,"non-essential","non-essential","non-essential","essential","essential","non-essential"
"728","kgd","STM14_0855",802242,805043,2801,"essential","essential","non-essential","essential","essential","essential"
"729","sucB","STM14_0856",805058,806266,1208,"essential","non-essential","non-essential","essential","essential","non-essential"
"730","sucC","STM14_0857",806408,807574,1166,"non-essential","non-essential","non-essential","essential","essential","non-essential"
"731","sucD","STM14_0858",807574,808443,869,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"732","unnamed_gene_295","STM14_0859",808472,808597,125,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"733","unnamed_gene_296","STM14_0860",809819,809962,143,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"734","cydA","STM14_0861",810026,811594,1568,"essential","non-essential","non-essential","essential","non-essential","essential"
"735","cydB","STM14_0862",811610,812749,1139,"essential","non-essential","non-essential","essential","non-essential","essential"
"736","ybgT","STM14_0863",812764,812877,113,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"737","unnamed_gene_297","STM14_0864",812877,813017,140,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"738","ybgE","STM14_0865",813014,813295,281,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"739","ybgC","STM14_0866",813524,813928,404,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"740","tolQ","STM14_0867",813925,814617,692,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"741","tolR","STM14_0868",814621,815049,428,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"742","tolA","STM14_0869",815114,816337,1223,"essential","non-essential","non-essential","essential","essential","non-essential"
"743","tolB","STM14_0870",816461,817753,1292,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"744","pal","STM14_0871",817788,818312,524,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"745","ybgF","STM14_0872",818322,819110,788,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"746","unnamed_gene_298","STM14_0873",818715,819254,539,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"747","lysT","STM14_0874",819275,819350,75,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"748","valT","STM14_0875",819482,819557,75,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"749","lysW","STM14_0876",819561,819636,75,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"750","lysY","STM14_0877",819686,819761,75,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"751","unnamed_gene_299","STM14_0879",820227,820322,95,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"752","nadA","STM14_0880",820575,821618,1043,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"753","pnuC","STM14_0881",821643,822362,719,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"754","ybgR","STM14_0882",822359,823297,938,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"755","ybgS","STM14_0883",823408,823794,386,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"756","aroG","STM14_0884",823985,825166,1181,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"757","unnamed_gene_302","STM14_0887",826795,827685,890,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"758","unnamed_gene_303","STM14_0888",827686,828669,983,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"759","unnamed_gene_304","STM14_0889",828913,830160,1247,"non-essential","non-essential","non-essential","essential","essential","essential"
"760","dcoA","STM14_0891",830471,832246,1775,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"761","dcoB","STM14_0892",832259,833560,1301,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"762","unnamed_gene_305","STM14_0893",833679,834377,698,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"763","unnamed_gene_306","STM14_0894",834757,835836,1079,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"764","unnamed_gene_307","STM14_0895",835836,836612,776,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"765","gpmA","STM14_0896",836703,837455,752,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"766","unnamed_gene_308","STM14_0897",837473,837664,191,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"767","galM","STM14_0898",837679,838719,1040,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"768","galK","STM14_0899",838713,839861,1148,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"769","galT","STM14_0900",839864,840910,1046,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"770","galE","STM14_0901",840921,841937,1016,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"771","unnamed_gene_310","STM14_0903",843123,843230,107,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"772","modF","STM14_0904",843239,844714,1475,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"773","modE","STM14_0905",844782,845570,788,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"774","unnamed_gene_311","STM14_0906",845597,845848,251,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"775","modA","STM14_0907",846015,846788,773,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"776","modB","STM14_0908",846788,847477,689,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"777","modC","STM14_0909",847480,848538,1058,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"778","ybhA","STM14_0910",848539,849357,818,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"779","ybhE","STM14_0911",849521,850516,995,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"780","ybhC","STM14_0912",850660,851943,1283,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"781","hutI","STM14_0913",852181,853404,1223,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"782","hutG","STM14_0914",853401,854342,941,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"783","hutC","STM14_0915",854387,855112,725,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"784","hutU","STM14_0916",855309,856994,1685,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"785","hutH","STM14_0917",856996,858516,1520,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"786","ybhB","STM14_0918",858601,859077,476,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"787","bioA","STM14_0919",859135,860424,1289,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"788","bioB","STM14_0920",860511,861551,1040,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"789","bioF","STM14_0921",861548,862705,1157,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"790","bioC","STM14_0922",862689,863444,755,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"791","bioD_1","STM14_0923",863437,864123,686,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"792","unnamed_gene_312","STM14_0924",864209,864493,284,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"793","unnamed_gene_313","STM14_0925",864550,864777,227,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"794","uvrB","STM14_0926",864774,866795,2021,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"795","ybhK","STM14_0929",869674,870582,908,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"796","moaA","STM14_0930",870979,871968,989,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"797","moaB","STM14_0931",871990,872502,512,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"798","moaC","STM14_0932",872505,872990,485,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"799","moaD","STM14_0933",872983,873228,245,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"800","moaE","STM14_0934",873230,873682,452,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"801","ybhL","STM14_0935",873730,874434,704,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"802","ybhN","STM14_0941",877202,878164,962,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"803","ybhO","STM14_0942",878164,879405,1241,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"804","ybhP","STM14_0943",879402,880160,758,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"805","ybhQ","STM14_0944",880293,880703,410,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"806","ybhR","STM14_0945",880665,881771,1106,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"807","unnamed_gene_318","STM14_0946",881747,881884,137,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"808","ybhS","STM14_0947",881887,883017,1130,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"809","ybhF","STM14_0948",883010,884746,1736,"non-essential","non-essential","non-essential","essential","essential","non-essential"
"810","unnamed_gene_319","STM14_0949",884739,885734,995,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"811","ybiH","STM14_0950",885734,886408,674,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"812","rhlE","STM14_0951",886638,888002,1364,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"813","unnamed_gene_320","STM14_0952",888006,888110,104,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"814","dinG","STM14_0953",888210,890354,2144,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"815","ybiB","STM14_0954",890384,891358,974,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"816","ybiJ","STM14_0955",891514,891774,260,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"817","unnamed_gene_321","STM14_0956",891948,892067,119,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"818","ybiI","STM14_0957",892059,892325,266,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"819","unnamed_gene_322","STM14_0958",892325,892444,119,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"820","ybiN","STM14_0959",892530,893456,926,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"821","ybiO","STM14_0960",893453,895675,2222,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"822","unnamed_gene_323","STM14_0961",895674,895811,137,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"823","glnQ","STM14_0962",895794,896516,722,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"824","glnP","STM14_0963",896513,897172,659,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"825","glnH","STM14_0964",897316,898062,746,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"826","unnamed_gene_324","STM14_0965",898059,898181,122,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"827","dps","STM14_0966",898539,899042,503,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"828","unnamed_gene_325","STM14_0967",899158,899316,158,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"829","ybiF","STM14_0968",899345,900232,887,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"830","unnamed_gene_326","STM14_0969",900254,900415,161,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"831","unnamed_gene_327","STM14_0970",900375,900506,131,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"832","ompX","STM14_0971",900586,901101,515,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"833","ybiP","STM14_0972",901164,902744,1580,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"834","unnamed_gene_328","STM14_0973",902910,903080,170,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"835","unnamed_gene_329","STM14_0974",903009,903137,128,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"836","unnamed_gene_330","STM14_0975",903323,903796,473,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"837","ybiR","STM14_0976",903793,904905,1112,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"838","ybiS","STM14_0977",904949,905869,920,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"839","ybiT","STM14_0978",906088,907680,1592,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"840","ybiU","STM14_0981",909985,911250,1265,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"841","unnamed_gene_332","STM14_0982",911396,911509,113,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"842","ybiV(1)","STM14_0983",911512,912321,809,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"843","pflF","STM14_0984",912399,914831,2432,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"844","pflE","STM14_0985",914837,915736,899,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"845","unnamed_gene_333","STM14_0986",915878,916033,155,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"846","moeB","STM14_0987",916014,916763,749,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"847","moeA","STM14_0988",916763,918004,1241,"non-essential","non-essential","non-essential","essential","essential","non-essential"
"848","unnamed_gene_334","STM14_0989",917997,918137,140,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"849","ybiK","STM14_0990",918201,919142,941,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"850","yliA","STM14_0991",919153,921024,1871,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"851","yliB","STM14_0992",921057,922595,1538,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"852","yliC","STM14_0993",922656,923576,920,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"853","yliD","STM14_0994",923579,924490,911,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"854","unnamed_gene_335","STM14_0995",924480,924599,119,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"855","yliG","STM14_0996",924581,925906,1325,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"856","unnamed_gene_336","STM14_0997",925933,926067,134,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"857","bssR","STM14_0998",926137,926520,383,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"858","unnamed_gene_337","STM14_0999",926622,926762,140,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"859","unnamed_gene_338","STM14_1000",926970,927134,164,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"860","unnamed_gene_339","STM14_1001",927233,927748,515,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
